"id","sex","race_ethnicity","education","completed_fertility","birth_control_education_male","birth_control_education_female","birth_control_education","first_birth_month","first_birth_year","fin_lit_score_mean","fin_lit_waves","ever_emergency_savings","emergency_savings_waves"
918,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,7,1987,2,1,0,2
919,"Male","Non-Black, non-Hispanic",12,5,1,NA,1,3,1980,2,1,1,2
920,"Male","Non-Black, non-Hispanic",16,0,0,NA,0,NA,NA,5,1,1,2
921,"Male","Non-Black, non-Hispanic",14,5,1,NA,1,7,1985,2,1,0,2
922,"Male","Non-Black, non-Hispanic",12,4,1,NA,1,1,1987,3,1,0,1
923,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,9,1983,3,1,1,2
924,"Male","Non-Black, non-Hispanic",16,2,1,NA,1,4,1992,5,1,1,2
925,"Male","Non-Black, non-Hispanic",16,3,1,NA,1,9,1985,5,1,0,2
926,"Female","Non-Black, non-Hispanic",14,0,NA,1,1,NA,NA,3,1,1,2
927,"Male","Non-Black, non-Hispanic",14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
928,"Female","Non-Black, non-Hispanic",16,2,NA,1,1,9,1981,1,1,0,2
929,"Male","Non-Black, non-Hispanic",12,1,1,NA,1,7,2007,4,1,1,2
930,"Female","Hispanic",14,4,NA,0,0,9,1976,3,1,0,1
931,"Male","Non-Black, non-Hispanic",12,2,NA,NA,NA,8,1977,3,1,0,1
932,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,8,1977,2,1,0,2
933,"Male","Non-Black, non-Hispanic",12,0,0,NA,0,NA,NA,NA,NA,NA,NA
934,"Male","Non-Black, non-Hispanic",16,1,0,NA,0,11,1981,4,1,1,2
935,"Female","Non-Black, non-Hispanic",12,3,NA,0,0,12,1984,5,1,1,2
936,"Female","Non-Black, non-Hispanic",16,3,NA,1,1,5,1986,4,1,1,2
937,"Male","Non-Black, non-Hispanic",14,1,1,NA,1,8,1992,4,1,0,2
938,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,1,1,1,2
939,"Female","Non-Black, non-Hispanic",12,4,NA,1,1,6,1979,1,1,0,2
940,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,8,1982,NA,NA,NA,NA
941,"Male","Non-Black, non-Hispanic",13,3,1,NA,1,5,1990,5,1,0,2
942,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,6,1988,1,1,1,2
943,"Female","Non-Black, non-Hispanic",15,0,NA,1,1,NA,NA,NA,NA,NA,NA
944,"Male","Non-Black, non-Hispanic",18,0,0,NA,0,NA,NA,5,1,1,2
945,"Male","Non-Black, non-Hispanic",16,0,1,NA,1,NA,NA,4,1,1,2
946,"Male","Non-Black, non-Hispanic",16,1,1,NA,1,10,1990,NA,NA,NA,NA
947,"Male","Non-Black, non-Hispanic",13,6,1,NA,1,4,1984,4,1,1,2
948,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,NA,NA,NA,NA
949,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,8,1983,4,1,1,2
950,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,1,1995,4,1,1,2
951,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,5,1992,4,1,0,2
952,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,8,1982,3,1,0,2
953,"Female","Non-Black, non-Hispanic",12,2,NA,0,0,10,1978,2,1,1,1
954,"Female","Non-Black, non-Hispanic",16,2,NA,1,1,9,1998,3,1,1,2
955,"Male","Non-Black, non-Hispanic",12,0,0,NA,0,NA,NA,3,1,0,2
956,"Male","Non-Black, non-Hispanic",13,2,1,NA,1,8,2003,4,1,1,2
957,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,10,1980,NA,NA,NA,NA
958,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,3,1,0,2
959,"Male","Non-Black, non-Hispanic",14,3,1,NA,1,10,1987,4,1,0,2
960,"Male","Non-Black, non-Hispanic",15,2,1,NA,1,12,1991,5,1,1,2
961,"Male","Non-Black, non-Hispanic",16,3,1,NA,1,10,1995,4,1,1,2
962,"Female","Non-Black, non-Hispanic",18,3,NA,1,1,2,1983,2,1,0,2
963,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,3,1,1,2
964,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,3,1991,2,1,0,2
965,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,NA,NA,NA,NA
966,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,2,1997,NA,NA,0,1
967,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,3,1991,3,1,1,1
968,"Male","Non-Black, non-Hispanic",12,3,1,NA,1,7,1999,3,1,0,2
969,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,3,1,0,2
970,"Male","Non-Black, non-Hispanic",12,4,1,NA,1,4,1980,4,1,0,1
971,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,6,1993,3,1,0,2
972,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,3,1,1,2
973,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,5,1,0,1
974,"Female","Non-Black, non-Hispanic",20,2,NA,1,1,4,1989,5,1,1,2
975,"Female","Non-Black, non-Hispanic",12,2,NA,0,0,2,1982,NA,NA,1,1
976,"Female","Non-Black, non-Hispanic",18,0,NA,1,1,NA,NA,4,1,1,2
977,"Male","Non-Black, non-Hispanic",12,1,1,NA,1,9,1984,4,1,1,2
978,"Female","Non-Black, non-Hispanic",16,2,NA,1,1,8,1984,4,1,1,2
979,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,4,1981,2,1,1,2
980,"Male","Non-Black, non-Hispanic",12,3,1,NA,1,2,1982,3,1,1,1
981,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,12,1986,1,1,0,1
982,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,2,1,1,1
983,"Male","Non-Black, non-Hispanic",13,0,1,NA,1,NA,NA,NA,NA,NA,NA
984,"Male","Non-Black, non-Hispanic",16,1,1,NA,1,3,1993,1,1,0,1
985,"Male","Non-Black, non-Hispanic",14,2,0,NA,0,6,1988,4,1,1,2
986,"Female","Black",16,1,NA,1,1,6,1981,NA,NA,NA,NA
987,"Male","Non-Black, non-Hispanic",16,0,1,NA,1,NA,NA,NA,NA,NA,NA
988,"Female","Black",15,1,NA,0,0,5,1975,1,1,1,1
989,"Female","Non-Black, non-Hispanic",15,0,NA,1,1,NA,NA,NA,NA,NA,NA
990,"Male","Non-Black, non-Hispanic",12,4,0,NA,0,9,1989,3,1,1,2
991,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,NA,NA,NA,NA
992,"Female","Non-Black, non-Hispanic",12,3,NA,0,0,2,1977,2,1,1,2
993,"Male","Non-Black, non-Hispanic",10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
994,"Male","Non-Black, non-Hispanic",14,0,1,NA,1,NA,NA,2,1,0,2
995,"Female","Non-Black, non-Hispanic",12,2,NA,0,0,5,1971,2,1,1,2
996,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,5,1983,4,1,1,2
997,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,8,2005,4,1,0,2
998,"Female","Non-Black, non-Hispanic",12,5,NA,1,1,2,1982,NA,NA,NA,NA
999,"Female","Non-Black, non-Hispanic",16,2,NA,1,1,9,1984,3,1,0,2
1000,"Male","Black",14,7,1,NA,1,8,1981,4,1,0,2
1001,"Female","Black",14,0,NA,0,0,NA,NA,4,1,0,2
1002,"Male","Black",12,4,1,NA,1,7,1991,1,1,0,1
1003,"Male","Non-Black, non-Hispanic",16,0,1,NA,1,NA,NA,3,1,1,2
1004,"Female","Non-Black, non-Hispanic",14,0,NA,0,0,NA,NA,4,1,0,2
1005,"Female","Non-Black, non-Hispanic",12,5,NA,0,0,11,1979,4,1,0,2
1006,"Female","Non-Black, non-Hispanic",15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1007,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,9,1987,4,1,1,2
1008,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,8,1976,NA,NA,NA,NA
1009,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,9,1976,3,1,1,2
1010,"Male","Non-Black, non-Hispanic",16,3,0,NA,0,3,1992,NA,NA,NA,NA
1011,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,7,1989,4,1,0,2
1012,"Male","Non-Black, non-Hispanic",12,3,1,NA,1,6,1995,3,1,0,1
1013,"Male","Non-Black, non-Hispanic",14,2,1,NA,1,5,1985,3,1,0,1
1014,"Male","Non-Black, non-Hispanic",18,1,1,NA,1,10,1989,5,1,1,2
1015,"Female","Non-Black, non-Hispanic",19,4,NA,0,0,6,1984,4,1,0,1
1016,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,12,1995,NA,NA,NA,NA
1017,"Female","Non-Black, non-Hispanic",16,2,NA,1,1,3,1989,5,1,1,2
1018,"Female","Non-Black, non-Hispanic",16,2,NA,1,1,6,1992,NA,NA,NA,NA
1019,"Female","Non-Black, non-Hispanic",17,3,NA,1,1,6,1999,3,1,0,2
1020,"Female","Non-Black, non-Hispanic",17,0,NA,1,1,NA,NA,5,1,0,2
1021,"Male","Non-Black, non-Hispanic",16,2,0,NA,0,NA,1998,4,1,1,1
1022,"Female","Non-Black, non-Hispanic",17,0,NA,1,1,NA,NA,3,1,0,2
1023,"Male","Non-Black, non-Hispanic",16,2,1,NA,1,5,1997,5,1,0,2
1024,"Female","Non-Black, non-Hispanic",16,1,NA,1,1,2,1991,3,1,1,2
1025,"Female","Black",8,5,NA,1,1,3,1973,NA,NA,NA,NA
1026,"Male","Non-Black, non-Hispanic",14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1027,"Male","Black",12,2,1,NA,1,3,1983,NA,NA,NA,NA
1028,"Male","Black",11,2,0,NA,0,2,1988,3,1,0,2
1029,"Female","Black",13,0,NA,0,0,NA,NA,4,1,0,2
1030,"Female","Black",12,4,NA,0,0,1,1979,2,1,0,2
1031,"Female","Black",9,0,NA,0,0,NA,NA,4,1,0,2
1032,"Male","Black",11,0,0,NA,0,NA,NA,NA,NA,NA,NA
1033,"Female","Black",10,4,NA,0,0,4,1985,1,1,0,2
1034,"Female","Black",7,3,NA,0,0,4,1973,1,1,0,2
1035,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,8,1984,4,1,0,2
1036,"Female","Non-Black, non-Hispanic",12,1,NA,0,0,9,1996,2,1,0,2
1037,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,5,1,1,2
1038,"Female","Non-Black, non-Hispanic",15,2,NA,1,1,2,1991,3,1,1,2
1039,"Female","Non-Black, non-Hispanic",15,1,NA,1,1,6,1988,4,1,0,2
1040,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,11,1985,NA,NA,NA,NA
1041,"Female","Non-Black, non-Hispanic",13,0,NA,0,0,NA,NA,3,1,0,2
1042,"Male","Non-Black, non-Hispanic",12,1,1,NA,1,6,1983,4,1,0,2
1043,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,6,1985,2,1,0,2
1044,"Male","Non-Black, non-Hispanic",12,0,0,NA,0,NA,NA,3,1,0,2
1045,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,3,1983,4,1,0,2
1046,"Male","Non-Black, non-Hispanic",19,0,0,NA,0,NA,NA,5,1,0,2
1047,"Female","Non-Black, non-Hispanic",13,0,NA,1,1,NA,NA,3,1,0,2
1048,"Female","Non-Black, non-Hispanic",12,2,NA,0,0,5,1977,3,1,1,2
1049,"Female","Non-Black, non-Hispanic",18,3,NA,1,1,12,1992,4,1,1,2
1050,"Female","Non-Black, non-Hispanic",16,1,NA,1,1,12,2002,3,1,1,2
1051,"Male","Non-Black, non-Hispanic",18,0,0,NA,0,NA,NA,5,1,1,2
1052,"Male","Non-Black, non-Hispanic",18,4,1,NA,1,10,1990,4,1,1,1
1053,"Male","Non-Black, non-Hispanic",16,2,1,NA,1,9,1999,5,1,1,2
1054,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,3,1986,4,1,1,2
1055,"Male","Non-Black, non-Hispanic",16,1,1,NA,1,10,1988,5,1,1,2
1056,"Female","Non-Black, non-Hispanic",12,3,NA,0,0,1,1980,3,1,0,2
1057,"Female","Black",12,4,NA,1,1,6,1973,3,1,1,2
1058,"Male","Black",15,0,0,NA,0,NA,NA,2,1,0,1
1059,"Male","Black",12,4,1,NA,1,8,1979,2,1,1,1
1060,"Male","Non-Black, non-Hispanic",12,3,0,NA,0,3,1990,3,1,0,2
1061,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,1,1989,3,1,0,2
1062,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,NA,NA,NA,NA
1063,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,6,1978,1,1,1,2
1064,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,9,1980,NA,NA,NA,NA
1065,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,11,1984,1,1,1,2
1066,"Male","Black",12,0,1,NA,1,NA,NA,NA,NA,NA,NA
1067,"Male","Black",10,0,NA,NA,NA,NA,NA,2,1,0,2
1068,"Male","Black",9,4,1,NA,1,6,1979,2,1,0,2
1069,"Female","Non-Black, non-Hispanic",10,2,NA,1,1,7,1982,NA,NA,NA,NA
1070,"Female","Black",12,3,NA,1,1,12,1975,3,1,1,2
1071,"Female","Black",12,3,NA,1,1,4,1979,2,1,0,2
1072,"Male","Black",18,2,0,NA,0,2,1993,5,1,1,2
1073,"Female","Black",13,0,NA,0,0,NA,NA,3,1,0,1
1074,"Female","Black",12,1,NA,1,1,2,1992,2,1,0,2
1075,"Female","Non-Black, non-Hispanic",12,0,NA,0,0,NA,NA,3,1,1,1
1076,"Female","Hispanic",14,1,NA,1,1,10,1982,5,1,0,2
1077,"Female","Non-Black, non-Hispanic",9,3,NA,0,0,7,1976,3,1,0,2
1078,"Female","Black",16,0,NA,1,1,NA,NA,4,1,1,2
1079,"Female","Black",14,1,NA,1,1,8,1980,4,1,0,2
1080,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,5,1987,3,1,1,2
1081,"Male","Non-Black, non-Hispanic",14,0,1,NA,1,NA,NA,4,1,0,2
1082,"Female","Non-Black, non-Hispanic",16,2,NA,1,1,12,1991,5,1,0,2
1083,"Female","Non-Black, non-Hispanic",14,2,NA,1,1,6,1984,NA,NA,NA,NA
1084,"Male","Non-Black, non-Hispanic",9,2,0,NA,0,4,1981,NA,NA,NA,NA
1085,"Male","Non-Black, non-Hispanic",12,0,0,NA,0,NA,NA,5,1,0,2
1086,"Female","Non-Black, non-Hispanic",18,1,NA,1,1,2,2001,NA,NA,NA,NA
1087,"Female","Non-Black, non-Hispanic",20,5,NA,1,1,12,1997,4,1,1,2
1088,"Female","Non-Black, non-Hispanic",18,6,NA,1,1,10,1987,4,1,1,2
1089,"Male","Non-Black, non-Hispanic",9,1,1,NA,1,8,2008,2,1,0,1
1090,"Female","Non-Black, non-Hispanic",9,3,NA,1,1,11,1980,2,1,0,2
1091,"Male","Non-Black, non-Hispanic",10,1,1,NA,1,3,1984,NA,NA,NA,NA
1092,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,2,1,0,2
1093,"Female","Non-Black, non-Hispanic",16,3,NA,1,1,2,1993,NA,NA,NA,NA
1094,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,9,1985,NA,NA,NA,NA
1095,"Male","Non-Black, non-Hispanic",12,1,1,NA,1,8,1985,NA,NA,NA,NA
1096,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,3,1990,2,1,0,1
1097,"Male","Non-Black, non-Hispanic",14,1,1,NA,1,9,1992,5,1,0,2
1098,"Male","Non-Black, non-Hispanic",20,2,1,NA,1,12,1990,5,1,1,1
1099,"Male","Non-Black, non-Hispanic",14,1,1,NA,1,7,1995,NA,NA,NA,NA
1100,"Female","Non-Black, non-Hispanic",16,0,NA,1,1,NA,NA,NA,NA,NA,NA
1101,"Female","Hispanic",19,2,NA,1,1,8,1985,4,1,1,1
1102,"Male","Non-Black, non-Hispanic",15,3,1,NA,1,3,2002,4,1,1,2
1103,"Female","Non-Black, non-Hispanic",16,1,NA,1,1,3,1993,NA,NA,NA,NA
1104,"Female","Non-Black, non-Hispanic",15,1,NA,1,1,2,1991,4,1,1,2
1105,"Female","Non-Black, non-Hispanic",18,0,NA,1,1,NA,NA,3,1,1,2
1106,"Female","Non-Black, non-Hispanic",16,0,NA,1,1,NA,NA,4,1,1,2
1107,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,9,1984,4,1,1,2
1108,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,3,1987,3,1,0,1
1109,"Male","Non-Black, non-Hispanic",14,0,1,NA,1,NA,NA,4,1,0,2
1110,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,4,1995,3,1,1,2
1111,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,1,1976,4,1,0,2
1112,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,10,1984,2,1,0,2
1113,"Male","Hispanic",12,2,0,NA,0,8,1982,2,1,0,2
1114,"Female","Hispanic",12,0,NA,0,0,NA,NA,2,1,0,2
1115,"Male","Hispanic",12,1,NA,NA,NA,9,1981,NA,NA,NA,NA
1116,"Female","Hispanic",14,2,NA,1,1,4,1988,3,1,1,2
1117,"Female","Hispanic",13,3,NA,0,0,6,1990,4,1,1,2
1118,"Female","Hispanic",12,1,NA,1,1,7,1985,3,1,1,2
1119,"Male","Hispanic",14,2,0,NA,0,1,1990,NA,NA,NA,NA
1120,"Male","Hispanic",17,0,1,NA,1,NA,NA,NA,NA,NA,NA
1121,"Female","Hispanic",8,2,NA,0,0,1,1982,2,1,1,2
1122,"Male","Hispanic",16,7,1,NA,1,9,1977,5,1,1,2
1123,"Female","Hispanic",15,5,NA,0,0,9,1977,NA,NA,NA,NA
1124,"Male","Hispanic",10,4,0,NA,0,7,1982,NA,NA,NA,NA
1125,"Male","Hispanic",13,2,1,NA,1,1,1992,4,1,1,1
1126,"Female","Hispanic",13,3,NA,0,0,3,1982,NA,NA,NA,NA
1127,"Male","Hispanic",13,0,0,NA,0,NA,NA,3,1,0,2
1128,"Female","Hispanic",12,1,NA,NA,NA,3,1981,NA,NA,NA,NA
1129,"Female","Non-Black, non-Hispanic",12,0,NA,0,0,NA,NA,2,1,0,2
1130,"Female","Hispanic",12,2,NA,1,1,7,1989,5,1,1,2
1131,"Female","Hispanic",12,1,NA,1,1,3,1987,2,1,0,2
1132,"Female","Hispanic",12,2,NA,1,1,1,1985,2,1,1,2
1133,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,4,1985,NA,NA,NA,NA
1134,"Male","Non-Black, non-Hispanic",11,2,0,NA,0,4,1996,1,1,0,2
1135,"Female","Non-Black, non-Hispanic",18,2,NA,1,1,9,1990,5,1,1,2
1136,"Female","Hispanic",19,2,NA,1,1,10,1994,NA,NA,NA,NA
1137,"Male","Non-Black, non-Hispanic",13,0,1,NA,1,NA,NA,NA,NA,NA,NA
1138,"Male","Non-Black, non-Hispanic",16,0,1,NA,1,NA,NA,4,1,1,1
1139,"Female","Non-Black, non-Hispanic",16,0,NA,1,1,NA,NA,5,1,1,2
1140,"Female","Non-Black, non-Hispanic",16,0,NA,1,1,NA,NA,4,1,1,2
1141,"Female","Non-Black, non-Hispanic",12,2,NA,NA,NA,11,1984,4,1,0,2
1142,"Male","Hispanic",16,2,0,NA,0,5,1986,5,1,1,2
1143,"Male","Non-Black, non-Hispanic",16,3,0,NA,0,10,1994,3,1,1,2
1144,"Male","Non-Black, non-Hispanic",16,0,1,NA,1,NA,NA,5,1,1,2
1145,"Male","Non-Black, non-Hispanic",14,0,1,NA,1,NA,NA,NA,NA,NA,NA
1146,"Male","Non-Black, non-Hispanic",16,0,0,NA,0,NA,NA,NA,NA,NA,NA
1147,"Female","Non-Black, non-Hispanic",12,2,NA,NA,NA,12,1994,2,1,0,2
1148,"Male","Black",11,1,0,NA,0,8,1988,5,1,0,2
1149,"Male","Black",12,1,0,NA,0,3,2011,2,1,0,2
1150,"Male","Black",12,4,1,NA,1,8,1986,3,1,1,2
1151,"Male","Black",11,5,0,NA,0,8,1978,NA,NA,NA,NA
1152,"Female","Black",12,3,NA,0,0,9,1981,1,1,1,2
1153,"Male","Black",10,3,1,NA,1,7,1983,2,1,0,2
1154,"Female","Black",18,0,NA,1,1,NA,NA,4,1,1,2
1155,"Female","Black",16,1,NA,0,0,6,1981,4,1,0,2
1156,"Male","Black",12,0,1,NA,1,NA,NA,2,1,1,1
1157,"Female","Black",16,2,NA,1,1,12,1979,4,1,1,2
1158,"Female","Black",14,2,NA,0,0,9,1985,2,1,0,2
1159,"Female","Black",15,2,NA,0,0,2,1989,4,1,0,2
1160,"Female","Black",14,6,NA,1,1,9,1984,2,1,0,2
1161,"Female","Black",12,2,NA,0,0,11,1975,2,1,0,2
1162,"Female","Black",13,1,NA,0,0,10,1987,NA,NA,NA,NA
1163,"Female","Non-Black, non-Hispanic",14,2,NA,1,1,3,1980,3,1,0,2
1164,"Female","Non-Black, non-Hispanic",5,2,NA,0,0,10,1981,NA,NA,NA,NA
1165,"Female","Black",14,3,NA,1,1,2,1979,2,1,0,2
1166,"Female","Black",13,2,NA,1,1,1,1984,2,1,0,2
1167,"Female","Non-Black, non-Hispanic",19,2,NA,1,1,9,1988,NA,NA,NA,NA
1168,"Female","Black",12,1,NA,1,1,3,1981,NA,NA,NA,NA
1169,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,8,1988,3,1,1,2
1170,"Female","Non-Black, non-Hispanic",12,4,NA,1,1,12,1985,1,1,1,2
1171,"Male","Non-Black, non-Hispanic",12,1,1,NA,1,5,1996,2,1,1,1
1172,"Female","Non-Black, non-Hispanic",12,3,NA,0,0,8,1983,3,1,1,1
1173,"Male","Non-Black, non-Hispanic",12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1174,"Male","Non-Black, non-Hispanic",16,2,1,NA,1,4,1986,5,1,1,2
1175,"Female","Non-Black, non-Hispanic",19,0,NA,1,1,NA,NA,4,1,1,2
1176,"Male","Non-Black, non-Hispanic",16,2,1,NA,1,6,1996,3,1,1,2
1177,"Female","Non-Black, non-Hispanic",16,2,NA,0,0,8,1988,4,1,1,2
1178,"Female","Non-Black, non-Hispanic",17,0,NA,1,1,NA,NA,3,1,1,2
1179,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,4,1985,4,1,1,2
1180,"Male","Non-Black, non-Hispanic",13,2,0,NA,0,3,1987,2,1,1,2
1181,"Female","Non-Black, non-Hispanic",13,3,NA,0,0,8,1983,NA,NA,1,1
1182,"Female","Non-Black, non-Hispanic",18,0,NA,1,1,NA,NA,5,1,1,2
1183,"Male","Non-Black, non-Hispanic",18,2,0,NA,0,11,1988,NA,NA,NA,NA
1184,"Female","Non-Black, non-Hispanic",16,3,NA,1,1,9,1985,4,1,1,1
1185,"Male","Non-Black, non-Hispanic",20,3,1,NA,1,11,1990,5,1,1,2
1186,"Male","Non-Black, non-Hispanic",16,0,1,NA,1,NA,NA,3,1,1,2
1187,"Female","Non-Black, non-Hispanic",19,3,NA,0,0,8,1987,3,1,1,2
1188,"Male","Non-Black, non-Hispanic",15,2,1,NA,1,5,1989,5,1,1,2
1189,"Female","Black",18,2,NA,1,1,5,1975,5,1,1,1
1190,"Male","Black",12,2,0,NA,0,7,1994,3,1,1,2
1191,"Female","Black",16,1,NA,1,1,1,1983,2,1,0,2
1192,"Male","Black",15,1,1,NA,1,2,1984,5,1,0,2
1193,"Male","Black",12,2,1,NA,1,3,1990,3,1,1,2
1194,"Male","Black",12,3,1,NA,1,9,1982,NA,NA,NA,NA
1195,"Female","Black",16,2,NA,0,0,10,1996,3,1,1,2
1196,"Male","Non-Black, non-Hispanic",8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,"Male","Non-Black, non-Hispanic",16,2,0,NA,0,7,1990,NA,NA,NA,NA
1198,"Male","Non-Black, non-Hispanic",14,5,0,NA,0,9,1988,3,1,0,1
1199,"Female","Non-Black, non-Hispanic",13,2,NA,0,0,6,1977,1,1,0,2
1200,"Female","Non-Black, non-Hispanic",16,2,NA,1,1,5,1988,3,1,0,1
1201,"Male","Black",15,0,1,NA,1,NA,NA,3,1,0,2
1202,"Female","Black",16,2,NA,0,0,3,1982,2,1,1,2
1203,"Female","Black",12,2,NA,1,1,5,1987,3,1,0,1
1204,"Male","Non-Black, non-Hispanic",9,0,0,NA,0,NA,NA,1,1,1,2
1205,"Male","Non-Black, non-Hispanic",8,3,0,NA,0,3,1981,3,1,0,1
1206,"Female","Black",10,0,NA,1,1,NA,NA,2,1,0,2
1207,"Female","Black",13,2,NA,1,1,5,1979,3,1,1,2
1208,"Female","Black",20,0,NA,0,0,NA,NA,5,1,1,2
1209,"Female","Black",16,3,NA,1,1,3,1976,NA,NA,NA,NA
1210,"Female","Black",8,6,NA,0,0,3,1975,1,1,1,2
1211,"Male","Black",12,1,0,NA,0,4,1987,4,1,0,2
1212,"Female","Black",12,2,NA,0,0,4,1974,4,1,0,1
1213,"Female","Black",12,2,NA,1,1,8,1981,3,1,0,2
1214,"Female","Black",12,4,NA,1,1,4,1982,NA,NA,NA,NA
1215,"Male","Black",12,1,0,NA,0,5,1987,2,1,1,2
1216,"Female","Black",12,4,NA,1,1,7,1977,4,1,0,1
1217,"Male","Black",12,3,1,NA,1,7,1982,NA,NA,NA,NA
1218,"Male","Black",13,0,1,NA,1,NA,NA,4,1,1,1
1219,"Male","Black",11,0,0,NA,0,NA,NA,NA,NA,NA,NA
1220,"Female","Black",12,3,NA,1,1,10,1984,3,1,0,2
1221,"Female","Black",12,3,NA,1,1,8,1975,2,1,0,2
1222,"Male","Black",12,3,0,NA,0,5,1985,3,1,0,2
1223,"Female","Black",13,2,NA,0,0,11,1991,NA,NA,NA,NA
1224,"Female","Black",13,3,NA,0,0,8,1976,4,1,1,2
1225,"Female","Non-Black, non-Hispanic",12,2,NA,0,0,9,1973,1,1,0,1
1226,"Female","Non-Black, non-Hispanic",13,2,NA,0,0,12,1973,2,1,0,1
1227,"Female","Black",11,4,NA,0,0,9,1975,1,1,0,1
1228,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,3,1982,NA,NA,NA,NA
1229,"Male","Non-Black, non-Hispanic",14,2,0,NA,0,7,1985,5,1,1,2
1230,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,3,1979,3,1,1,2
1231,"Female","Non-Black, non-Hispanic",19,2,NA,1,1,3,1997,3,1,0,2
1232,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,4,1980,NA,NA,NA,NA
1233,"Female","Non-Black, non-Hispanic",14,2,NA,0,0,4,1980,5,1,0,1
1234,"Female","Non-Black, non-Hispanic",16,2,NA,1,1,10,1990,3,1,1,2
1235,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,2,1,0,2
1236,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,12,1992,4,1,0,2
1237,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,11,1984,2,1,0,2
1238,"Female","Non-Black, non-Hispanic",13,5,NA,0,0,4,1978,3,1,0,2
1239,"Male","Non-Black, non-Hispanic",13,0,0,NA,0,NA,NA,NA,NA,NA,NA
1240,"Female","Non-Black, non-Hispanic",18,0,NA,0,0,NA,NA,5,1,1,2
1241,"Female","Non-Black, non-Hispanic",12,4,NA,0,0,6,1980,2,1,1,2
